Name;Bid;Ask
;0;26
;0;26
;0;26
;0;26
;0;26
;0;26
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
MSFT;87;40
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;87;0
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
MSFT;43;27
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;43;0
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
;0;27
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
MSFT;92;3
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;92;0
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
;0;3
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
MSFT;24;59
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;24;0
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
;0;59
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
MSFT;45;8
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;45;0
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
MSFT;89;31
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;89;0
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
;0;31
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
MSFT;38;8
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;38;0
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
;0;8
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
MSFT;10;40
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;10;0
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
;0;40
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
MSFT;33;74
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;33;0
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
;0;74
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
MSFT;58;70
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;58;0
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
;0;70
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
MSFT;11;14
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;11;0
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
;0;14
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
MSFT;94;5
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;94;0
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
;0;5
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
MSFT;3;20
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;3;0
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
;0;20
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
MSFT;49;65
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;49;0
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
;0;65
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
MSFT;62;55
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
;0;55
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
MSFT;99;80
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;99;0
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
;0;80
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
MSFT;57;96
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;57;0
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
;0;96
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
MSFT;29;76
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;29;0
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
;0;76
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
MSFT;8;50
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;8;0
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
;0;50
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
MSFT;62;42
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;62;0
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
;0;42
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
MSFT;70;62
;70;0
;70;0
;70;0
;70;0
;70;0
